"","type","country","category","a","sigma","value","date"
"1744","NEWS","Egypt","Protest",0.837603263685148,0.246158257629231,0.0530278215075467,2012-04-01
"1745","NEWS","Iran","Protest",0.837603263685148,0.153158055523094,-0.416252821582564,2012-04-01
"1746","NEWS","Iraq","Protest",0.837603263685148,0.189848977879095,-0.712164839339801,2012-04-01
"1747","NEWS","Jordan","Protest",0.837603263685148,0.209382519133287,-0.193414864403173,2012-04-01
"1748","NEWS","Kuwait","Protest",0.837603263685148,0.38016818559784,-0.416837995020418,2012-04-01
"1749","NEWS","Lebanon","Protest",0.837603263685148,0.231297893928162,-0.0661182377956157,2012-04-01
"1750","NEWS","Libya","Protest",0.837603263685148,0.276282272044484,-0.394736439754824,2012-04-01
"1751","NEWS","Saudi Arabia","Protest",0.837603263685148,0.235935593911283,-0.195962792660991,2012-04-01
"1752","NEWS","Syria","Protest",0.837603263685148,0.272456358951104,0.207189507445793,2012-04-01
"1753","NEWS","Tunisia","Protest",0.837603263685148,0.163293323187172,0.341386496073471,2012-04-01
"1754","NEWS","UAE","Protest",0.837603263685148,0.260262605780776,-0.755110743279448,2012-04-01
"1755","NEWS","Yemen","Protest",0.837603263685148,0.386997102306415,-0.547473068896128,2012-04-01
"1756","NEWS","Bahrain","Stopwords 1",0.917865130324458,0.144981779315979,0.156945667752773,2012-04-01
"1757","NEWS","Egypt","Stopwords 1",0.917865130324458,0.120981193066987,-0.133963822178819,2012-04-01
"1758","NEWS","Iran","Stopwords 1",0.917865130324458,0.0645056319473057,-0.174927686504233,2012-04-01
"1759","NEWS","Iraq","Stopwords 1",0.917865130324458,0.0675302402805219,0.164642249003224,2012-04-01
"1760","NEWS","Jordan","Stopwords 1",0.917865130324458,0.113875096143191,-0.105639363555139,2012-04-01
"1761","NEWS","Kuwait","Stopwords 1",0.917865130324458,0.138522410069736,0.144845338872839,2012-04-01
"1762","NEWS","Lebanon","Stopwords 1",0.917865130324458,0.10719636527604,-0.175851220290041,2012-04-01
"1763","NEWS","Libya","Stopwords 1",0.917865130324458,0.213091079834951,0.163233742617936,2012-04-01
"1764","NEWS","Saudi Arabia","Stopwords 1",0.917865130324458,0.0799690120566378,0.057747633810893,2012-04-01
"1765","NEWS","Syria","Stopwords 1",0.917865130324458,0.0958353492581404,-0.528615486972814,2012-04-01
"1766","NEWS","Tunisia","Stopwords 1",0.917865130324458,0.0963665140439967,0.0356043578649234,2012-04-01
"1767","NEWS","UAE","Stopwords 1",0.917865130324458,0.176609741212696,0.774406054862369,2012-04-01
"1768","NEWS","Yemen","Stopwords 1",0.917865130324458,0.173861323750136,-0.418924876622489,2012-04-01
"1769","NEWS","Bahrain","Stopwords 2",0.875038550637586,0.140079376363746,0.208885725485227,2012-04-01
"1770","NEWS","Egypt","Stopwords 2",0.875038550637586,0.160306781379672,-0.140497153825516,2012-04-01
"1771","NEWS","Iran","Stopwords 2",0.875038550637586,0.1231990538804,-0.355752146406877,2012-04-01
"1772","NEWS","Iraq","Stopwords 2",0.875038550637586,0.0804506120504729,0.00556650783668255,2012-04-01
"1773","NEWS","Jordan","Stopwords 2",0.875038550637586,0.0620525989710767,-0.0458825977389939,2012-04-01
"1774","NEWS","Kuwait","Stopwords 2",0.875038550637586,0.2155586835876,0.446857516883673,2012-04-01
"1775","NEWS","Lebanon","Stopwords 2",0.875038550637586,0.117197019691686,-0.177092076949736,2012-04-01
"1776","NEWS","Libya","Stopwords 2",0.875038550637586,0.185734586565946,0.0467379112136122,2012-04-01
"1777","NEWS","Saudi Arabia","Stopwords 2",0.875038550637586,0.0890087460385307,0.104828649046749,2012-04-01
"1778","NEWS","Syria","Stopwords 2",0.875038550637586,0.136535555674056,-0.240803872400961,2012-04-01
"1779","NEWS","Tunisia","Stopwords 2",0.875038550637586,0.144792570158637,-0.00765709631551722,2012-04-01
"1780","NEWS","UAE","Stopwords 2",0.875038550637586,0.230699504307997,0.824261034369111,2012-04-01
"1781","NEWS","Yemen","Stopwords 2",0.875038550637586,0.232111226452608,-0.254794061376242,2012-04-01
"1782","NEWS","Bahrain","Stopwords 3",0.884069092013029,0.0933971262483407,-0.0424572804764784,2012-04-01
"1783","NEWS","Egypt","Stopwords 3",0.884069092013029,0.143027684034285,0.00857024825546591,2012-04-01
"1784","NEWS","Iran","Stopwords 3",0.884069092013029,0.0931776929130566,-0.208289963018131,2012-04-01
"1785","NEWS","Iraq","Stopwords 3",0.884069092013029,0.0949705325332864,0.146244713147752,2012-04-01
"1786","NEWS","Jordan","Stopwords 3",0.884069092013029,0.0943585136421807,-0.194340816526509,2012-04-01
"1787","NEWS","Kuwait","Stopwords 3",0.884069092013029,0.12784928232508,-0.260268240573687,2012-04-01
"1788","NEWS","Lebanon","Stopwords 3",0.884069092013029,0.0849655226414276,-0.0612166241239511,2012-04-01
"1789","NEWS","Libya","Stopwords 3",0.884069092013029,0.115307873673785,-0.289940607025016,2012-04-01
"1790","NEWS","Saudi Arabia","Stopwords 3",0.884069092013029,0.103502881204375,-0.066736585941378,2012-04-01
"1791","NEWS","Syria","Stopwords 3",0.884069092013029,0.104823101799679,-0.27672737933325,2012-04-01
"1792","NEWS","Tunisia","Stopwords 3",0.884069092013029,0.144770662149909,0.122164507566364,2012-04-01
"1793","NEWS","UAE","Stopwords 3",0.884069092013029,0.196994187241779,0.759301064872444,2012-04-01
"1794","NEWS","Yemen","Stopwords 3",0.884069092013029,0.202190618207199,-0.186842121570027,2012-04-01
"1795","NEWS","Bahrain","Terrorist Orgs",0.846018408982431,0.0900005692530045,0.074375078050392,2012-04-01
"1796","NEWS","Egypt","Terrorist Orgs",0.846018408982431,0.169607087257028,0.188079507819243,2012-04-01
"1797","NEWS","Iran","Terrorist Orgs",0.846018408982431,0.0713608544910896,-0.130035514604219,2012-04-01
"1798","NEWS","Iraq","Terrorist Orgs",0.846018408982431,0.127682784791793,-0.140273981542647,2012-04-01
"1799","NEWS","Jordan","Terrorist Orgs",0.846018408982431,0.103497945926646,0.272421156796234,2012-04-01
"1800","NEWS","Kuwait","Terrorist Orgs",0.846018408982431,0.0849508007754328,-0.0542218164975987,2012-04-01
"1801","NEWS","Lebanon","Terrorist Orgs",0.846018408982431,0.154621120608841,0.254608695355005,2012-04-01
"1802","NEWS","Libya","Terrorist Orgs",0.846018408982431,0.136428308086806,-0.074020917217982,2012-04-01
"1803","NEWS","Saudi Arabia","Terrorist Orgs",0.846018408982431,0.106650526995449,0.379134153041469,2012-04-01
"1804","NEWS","Syria","Terrorist Orgs",0.846018408982431,0.0937342539890992,0.0642846504489751,2012-04-01
"1805","NEWS","Tunisia","Terrorist Orgs",0.846018408982431,0.183062337244171,-0.389843403323328,2012-04-01
"1806","NEWS","UAE","Terrorist Orgs",0.846018408982431,0.150891842351013,-0.499894399840751,2012-04-01
"1807","NEWS","Yemen","Terrorist Orgs",0.846018408982431,0.333506519692123,0.581322796661967,2012-04-01
"1808","NEWS","Bahrain","Ethnic Groups",0.90140730175881,0.206098941824258,-0.388211865427669,2012-04-01
"1809","NEWS","Egypt","Ethnic Groups",0.90140730175881,0.172286152463997,0.0172893592976381,2012-04-01
"1810","NEWS","Iran","Ethnic Groups",0.90140730175881,0.201625035195228,0.926943783501671,2012-04-01
"1811","NEWS","Iraq","Ethnic Groups",0.90140730175881,0.11394218409381,0.115421936186946,2012-04-01
"1812","NEWS","Jordan","Ethnic Groups",0.90140730175881,0.196031105274301,0.295920354193895,2012-04-01
"1813","NEWS","Kuwait","Ethnic Groups",0.90140730175881,0.187572056859506,-0.14459156184047,2012-04-01
"1814","NEWS","Lebanon","Ethnic Groups",0.90140730175881,0.121664239182074,-0.246177307573229,2012-04-01
"1815","NEWS","Libya","Ethnic Groups",0.90140730175881,0.236894159793463,-0.535314865388178,2012-04-01
"1816","NEWS","Saudi Arabia","Ethnic Groups",0.90140730175881,0.14710696950977,0.0572655468635094,2012-04-01
"1817","NEWS","Syria","Ethnic Groups",0.90140730175881,0.0987594721489198,-0.357009912736981,2012-04-01
"1818","NEWS","Tunisia","Ethnic Groups",0.90140730175881,0.150159262033778,-0.264540091070444,2012-04-01
"1819","NEWS","UAE","Ethnic Groups",0.90140730175881,0.231442193829756,-0.673318972779442,2012-04-01
"1820","NEWS","Yemen","Ethnic Groups",0.90140730175881,0.164832286520629,-0.0779599401567444,2012-04-01
"1821","NEWS","Bahrain","Violence",0.826427424917742,0.273730393983741,0.773530150466676,2012-04-01
"1822","NEWS","Egypt","Violence",0.826427424917742,0.261888800958484,-0.542519011226362,2012-04-01
"1823","NEWS","Iran","Violence",0.826427424917742,0.139322591418002,-0.818549703105627,2012-04-01
"1824","NEWS","Iraq","Violence",0.826427424917742,0.188936896894791,-0.499089928502007,2012-04-01
"1825","NEWS","Jordan","Violence",0.826427424917742,0.16118724166622,-0.110965269208172,2012-04-01
"1826","NEWS","Kuwait","Violence",0.826427424917742,0.260728101806515,-0.590431856668207,2012-04-01
"1827","NEWS","Lebanon","Violence",0.826427424917742,0.176469191571396,0.589526747783952,2012-04-01
"1828","NEWS","Libya","Violence",0.826427424917742,0.192272141652261,-0.236924079003839,2012-04-01
"1829","NEWS","Saudi Arabia","Violence",0.826427424917742,0.18728549142444,-0.172805657303588,2012-04-01
"1830","NEWS","Syria","Violence",0.826427424917742,0.26044805506324,0.964516028293782,2012-04-01
"1831","NEWS","Tunisia","Violence",0.826427424917742,0.185201087972596,-0.0371054431072333,2012-04-01
"1832","NEWS","UAE","Violence",0.826427424917742,0.326667096716618,-1.10165665788473,2012-04-01
"1833","NEWS","Yemen","Violence",0.826427424917742,0.348956918446619,-0.196097783437206,2012-04-01
"1834","NEWS","Bahrain","War",0.889936663276355,0.256535271116616,-1.20624276687126,2012-04-01
"1835","NEWS","Egypt","War",0.889936663276355,0.18762368566388,-0.230806452781568,2012-04-01
"1836","NEWS","Iran","War",0.889936663276355,0.110549454736144,0.0908249020909578,2012-04-01
"1837","NEWS","Iraq","War",0.889936663276355,0.184502111667265,1.01360008475451,2012-04-01
"1838","NEWS","Jordan","War",0.889936663276355,0.214676344826307,-0.735468915166568,2012-04-01
"1839","NEWS","Kuwait","War",0.889936663276355,0.235325681017322,-0.226940608509253,2012-04-01
"1840","NEWS","Lebanon","War",0.889936663276355,0.178575751314164,0.0717243166714865,2012-04-01
"1841","NEWS","Libya","War",0.889936663276355,0.182573825781993,0.233416727354649,2012-04-01
"1842","NEWS","Saudi Arabia","War",0.889936663276355,0.0960702754211343,-0.323287061354958,2012-04-01
"1843","NEWS","Syria","War",0.889936663276355,0.184963868831528,0.0356273093034618,2012-04-01
"1844","NEWS","Tunisia","War",0.889936663276355,0.242027463295903,-0.70609304819151,2012-04-01
"1845","NEWS","UAE","War",0.889936663276355,0.367171571947844,-0.969858462475555,2012-04-01
"1846","NEWS","Yemen","War",0.889936663276355,0.20948005529585,0.107511276252406,2012-04-01
"1847","NEWS","Bahrain","Youth",0.797305588373518,0.246376831270823,0.594014771093053,2012-04-01
"1848","NEWS","Egypt","Youth",0.797305588373518,0.167622884866369,0.381547260720405,2012-04-01
"1849","NEWS","Iran","Youth",0.797305588373518,0.167164550516067,-0.460772807648968,2012-04-01
"1850","NEWS","Iraq","Youth",0.797305588373518,0.127131984176333,-0.283093994982863,2012-04-01
"1851","NEWS","Jordan","Youth",0.797305588373518,0.165955313714809,-0.0505489299503696,2012-04-01
"1852","NEWS","Kuwait","Youth",0.797305588373518,0.372649258435599,-0.324609461708572,2012-04-01
"1853","NEWS","Lebanon","Youth",0.797305588373518,0.191933008510688,-0.466895520462671,2012-04-01
"1854","NEWS","Libya","Youth",0.797305588373518,0.167520765988498,-0.0570260288508315,2012-04-01
"1855","NEWS","Saudi Arabia","Youth",0.797305588373518,0.0648134746794357,0.0771457725409501,2012-04-01
"1856","NEWS","Syria","Youth",0.797305588373518,0.147730233146145,-0.33412906111176,2012-04-01
"1857","NEWS","Tunisia","Youth",0.797305588373518,0.298237950227645,0.644565574917227,2012-04-01
"1858","NEWS","UAE","Youth",0.797305588373518,0.318901382349908,0.298281631178856,2012-04-01
"1859","NEWS","Yemen","Youth",0.797305588373518,0.29686591847628,-0.0950357216110915,2012-04-01
"1860","TWITTER","Bahrain","Adaptation",0.677971094515901,0.231980495908362,0.00928552658422537,2012-04-01
"1861","TWITTER","Egypt","Adaptation",0.677971094515901,0.174721721706177,0.050823263622921,2012-04-01
"1862","TWITTER","Iran","Adaptation",0.677971094515901,0.23246680732204,-0.142230277123897,2012-04-01
"1863","TWITTER","Iraq","Adaptation",0.677971094515901,0.461994724529003,0.0967634175327714,2012-04-01
"1864","TWITTER","Jordan","Adaptation",0.677971094515901,0.458010406818884,-0.449093853183248,2012-04-01
"1865","TWITTER","Kuwait","Adaptation",0.677971094515901,0.351733362615002,-0.156541372951842,2012-04-01
"1866","TWITTER","Lebanon","Adaptation",0.677971094515901,0.307561306778264,-0.726654772190655,2012-04-01
"1867","TWITTER","Libya","Adaptation",0.677971094515901,0.410269496558669,0.224492904378101,2012-04-01
"1868","TWITTER","Saudi Arabia","Adaptation",0.677971094515901,0.306105604576174,-0.420387846962627,2012-04-01
"1869","TWITTER","Syria","Adaptation",0.677971094515901,0.273652128276261,-0.132279905262363,2012-04-01
"1870","TWITTER","Tunisia","Adaptation",0.677971094515901,0.406101688092629,0.207400959953008,2012-04-01
"1871","TWITTER","UAE","Adaptation",0.677971094515901,0.334856820225174,0.325885295499583,2012-04-01
"1872","TWITTER","Yemen","Adaptation",0.677971094515901,0.302490916382083,0.643190692850536,2012-04-01
"1873","TWITTER","Bahrain","Nationalities",0.777065864097472,0.285633524496322,-0.834133401888804,2012-04-01
"1874","TWITTER","Egypt","Nationalities",0.777065864097472,0.152939964980026,-0.45150666968049,2012-04-01
"1875","TWITTER","Iran","Nationalities",0.777065864097472,0.208011545348896,0.116088188693886,2012-04-01
"1876","TWITTER","Iraq","Nationalities",0.777065864097472,0.21463108064738,0.197057731338181,2012-04-01
"1877","TWITTER","Jordan","Nationalities",0.777065864097472,0.44065161464847,1.02524636792539,2012-04-01
"1878","TWITTER","Kuwait","Nationalities",0.777065864097472,0.536260545881093,-0.744162034322671,2012-04-01
"1879","TWITTER","Lebanon","Nationalities",0.777065864097472,0.250387597161747,0.852386571073154,2012-04-01
"1880","TWITTER","Libya","Nationalities",0.777065864097472,0.205756965294962,0.0939636302958741,2012-04-01
"1881","TWITTER","Saudi Arabia","Nationalities",0.777065864097472,0.455505336274426,-0.0747090652844642,2012-04-01
"1882","TWITTER","Syria","Nationalities",0.777065864097472,0.14856558077272,0.199218105109334,2012-04-01
"1883","TWITTER","Tunisia","Nationalities",0.777065864097472,0.177903720454827,-0.0293629826708483,2012-04-01
"1884","TWITTER","UAE","Nationalities",0.777065864097472,0.469989731190301,-1.0921107315337,2012-04-01
"1885","TWITTER","Yemen","Nationalities",0.777065864097472,0.264693214402619,-0.397145252299825,2012-04-01
"1886","TWITTER","Bahrain","Protest",0.774743511909049,0.528728569640281,0.146322738959878,2012-04-01
"1887","TWITTER","Egypt","Protest",0.774743511909049,0.305586483760679,0.174542367058229,2012-04-01
"1888","TWITTER","Iran","Protest",0.774743511909049,0.567793174819537,-0.554137321946159,2012-04-01
"1889","TWITTER","Iraq","Protest",0.774743511909049,0.716864569437666,-0.604739602554597,2012-04-01
"1890","TWITTER","Jordan","Protest",0.774743511909049,0.525526281939172,-1.24472537820097,2012-04-01
"1891","TWITTER","Kuwait","Protest",0.774743511909049,0.854755056481273,-2.34263731199513,2012-04-01
"1892","TWITTER","Lebanon","Protest",0.774743511909049,0.624150639444514,-0.563967560412645,2012-04-01
"1893","TWITTER","Libya","Protest",0.774743511909049,0.583624870094538,-0.731220373714381,2012-04-01
"1894","TWITTER","Saudi Arabia","Protest",0.774743511909049,1.06386542372651,0.411279308643269,2012-04-01
"1895","TWITTER","Syria","Protest",0.774743511909049,0.339700397190145,0.0564572467530805,2012-04-01
"1896","TWITTER","Tunisia","Protest",0.774743511909049,0.503172532576915,0.616049358729211,2012-04-01
"1897","TWITTER","UAE","Protest",0.774743511909049,0.767951488153709,-2.17601084308061,2012-04-01
"1898","TWITTER","Yemen","Protest",0.774743511909049,0.436557355977007,-0.889648345585215,2012-04-01
"1899","TWITTER","Bahrain","Stopwords 1",0.622398380902451,0.198287918136802,-0.144375647955563,2012-04-01
"1900","TWITTER","Egypt","Stopwords 1",0.622398380902451,0.0889255514274965,0.0877868303214118,2012-04-01
"1901","TWITTER","Iran","Stopwords 1",0.622398380902451,0.35744966927012,-0.349805750522572,2012-04-01
"1902","TWITTER","Iraq","Stopwords 1",0.622398380902451,0.297736739067233,-0.758444010002581,2012-04-01
"1903","TWITTER","Jordan","Stopwords 1",0.622398380902451,0.172480427468905,-0.274896370591638,2012-04-01
"1904","TWITTER","Kuwait","Stopwords 1",0.622398380902451,0.27417989513578,0.318209689217565,2012-04-01
"1905","TWITTER","Lebanon","Stopwords 1",0.622398380902451,0.25312533323399,-0.343049312801019,2012-04-01
"1906","TWITTER","Libya","Stopwords 1",0.622398380902451,0.146691409550473,0.0908219735258426,2012-04-01
"1907","TWITTER","Saudi Arabia","Stopwords 1",0.622398380902451,0.205060141464534,0.0370442651137264,2012-04-01
"1908","TWITTER","Syria","Stopwords 1",0.622398380902451,0.112437566199472,-0.0576627929059147,2012-04-01
"1909","TWITTER","Tunisia","Stopwords 1",0.622398380902451,0.206085094557169,-0.125341631371088,2012-04-01
"1910","TWITTER","UAE","Stopwords 1",0.622398380902451,0.258511715445041,0.519405082052507,2012-04-01
"1911","TWITTER","Yemen","Stopwords 1",0.622398380902451,0.230416272210922,-0.11650160558647,2012-04-01
"1912","TWITTER","Bahrain","Stopwords 2",0.550847452409325,0.15133278143735,0.215486234595111,2012-04-01
"1913","TWITTER","Egypt","Stopwords 2",0.550847452409325,0.0878583060583587,0.021922127307352,2012-04-01
"1914","TWITTER","Iran","Stopwords 2",0.550847452409325,0.179208382912522,0.20605795059814,2012-04-01
"1915","TWITTER","Iraq","Stopwords 2",0.550847452409325,0.21995067484593,-0.226171950667283,2012-04-01
"1916","TWITTER","Jordan","Stopwords 2",0.550847452409325,0.284845893362728,-0.141457372835171,2012-04-01
"1917","TWITTER","Kuwait","Stopwords 2",0.550847452409325,0.306080031519954,0.00210060742897286,2012-04-01
"1918","TWITTER","Lebanon","Stopwords 2",0.550847452409325,0.243957786484528,-0.383878136412031,2012-04-01
"1919","TWITTER","Libya","Stopwords 2",0.550847452409325,0.127081096233282,0.0897285382215306,2012-04-01
"1920","TWITTER","Saudi Arabia","Stopwords 2",0.550847452409325,0.182731573828924,0.0407705369477827,2012-04-01
"1921","TWITTER","Syria","Stopwords 2",0.550847452409325,0.0711599638809481,-0.0393022557492712,2012-04-01
"1922","TWITTER","Tunisia","Stopwords 2",0.550847452409325,0.142146146330619,-0.116927237380142,2012-04-01
"1923","TWITTER","UAE","Stopwords 2",0.550847452409325,0.185489921497065,0.364876264868018,2012-04-01
"1924","TWITTER","Yemen","Stopwords 2",0.550847452409325,0.156535401092272,-0.0689017088094039,2012-04-01
"1925","TWITTER","Bahrain","Stopwords 3",0.54057495033142,0.169735224649805,0.0407761966573907,2012-04-01
"1926","TWITTER","Egypt","Stopwords 3",0.54057495033142,0.0844664360148508,-0.0241245929177898,2012-04-01
"1927","TWITTER","Iran","Stopwords 3",0.54057495033142,0.163313696280392,0.045563994629261,2012-04-01
"1928","TWITTER","Iraq","Stopwords 3",0.54057495033142,0.197323509428893,-0.510394485969148,2012-04-01
"1929","TWITTER","Jordan","Stopwords 3",0.54057495033142,0.294271377100137,-0.237660669489197,2012-04-01
"1930","TWITTER","Kuwait","Stopwords 3",0.54057495033142,0.197515957891694,0.0104450526855307,2012-04-01
"1931","TWITTER","Lebanon","Stopwords 3",0.54057495033142,0.194143379052343,-0.247839877962956,2012-04-01
"1932","TWITTER","Libya","Stopwords 3",0.54057495033142,0.0880551407416108,-0.0214182058437653,2012-04-01
"1933","TWITTER","Saudi Arabia","Stopwords 3",0.54057495033142,0.190407389475566,-0.154352789269942,2012-04-01
"1934","TWITTER","Syria","Stopwords 3",0.54057495033142,0.0755656921714312,0.0578760209549113,2012-04-01
"1935","TWITTER","Tunisia","Stopwords 3",0.54057495033142,0.127057406367808,-0.11408774019665,2012-04-01
"1936","TWITTER","UAE","Stopwords 3",0.54057495033142,0.223128616194371,0.425080561888659,2012-04-01
"1937","TWITTER","Yemen","Stopwords 3",0.54057495033142,0.160085232652305,-0.14508595390945,2012-04-01
"1938","TWITTER","Bahrain","Terrorist Orgs",0.669515163467327,0.383965049511632,-0.155365268751949,2012-04-01
"1939","TWITTER","Egypt","Terrorist Orgs",0.669515163467327,0.209290829947192,0.212284274470754,2012-04-01
"1940","TWITTER","Iran","Terrorist Orgs",0.669515163467327,0.356958314681026,0.384933780786834,2012-04-01
"1941","TWITTER","Iraq","Terrorist Orgs",0.669515163467327,0.328932861783345,-0.0761864089253373,2012-04-01
"1942","TWITTER","Jordan","Terrorist Orgs",0.669515163467327,0.410617840497305,-0.706178097965413,2012-04-01
"1943","TWITTER","Kuwait","Terrorist Orgs",0.669515163467327,0.343249603340386,-0.421645228658463,2012-04-01
"1944","TWITTER","Lebanon","Terrorist Orgs",0.669515163467327,0.451389756234553,0.421883082974703,2012-04-01
"1945","TWITTER","Libya","Terrorist Orgs",0.669515163467327,0.278977532869443,-0.396166568416095,2012-04-01
"1946","TWITTER","Saudi Arabia","Terrorist Orgs",0.669515163467327,0.238137091194388,-0.199256187870801,2012-04-01
"1947","TWITTER","Syria","Terrorist Orgs",0.669515163467327,0.265375389753579,-0.268688720983789,2012-04-01
"1948","TWITTER","Tunisia","Terrorist Orgs",0.669515163467327,0.32340346366844,-0.370515330193314,2012-04-01
"1949","TWITTER","UAE","Terrorist Orgs",0.669515163467327,0.381758892202674,-0.608888979227596,2012-04-01
"1950","TWITTER","Yemen","Terrorist Orgs",0.669515163467327,0.392091171400538,1.13566109802555,2012-04-01
"1951","TWITTER","Bahrain","Ethnic Groups",0.77137069512228,0.267528077646283,0.328732772160539,2012-04-01
"1952","TWITTER","Egypt","Ethnic Groups",0.77137069512228,0.256321705775317,0.360062143730476,2012-04-01
"1953","TWITTER","Iran","Ethnic Groups",0.77137069512228,0.330874806647591,-0.198468252970585,2012-04-01
"1954","TWITTER","Iraq","Ethnic Groups",0.77137069512228,0.323151686371499,0.761599467863215,2012-04-01
"1955","TWITTER","Jordan","Ethnic Groups",0.77137069512228,0.309870327988417,-0.1121086098541,2012-04-01
"1956","TWITTER","Kuwait","Ethnic Groups",0.77137069512228,0.422828246546682,0.952865344751482,2012-04-01
"1957","TWITTER","Lebanon","Ethnic Groups",0.77137069512228,0.303377741527687,-0.165840179668808,2012-04-01
"1958","TWITTER","Libya","Ethnic Groups",0.77137069512228,0.377335680284903,-0.419873533375643,2012-04-01
"1959","TWITTER","Saudi Arabia","Ethnic Groups",0.77137069512228,0.344582903197558,0.193329478463206,2012-04-01
"1960","TWITTER","Syria","Ethnic Groups",0.77137069512228,0.232567716225564,-0.439148381375469,2012-04-01
"1961","TWITTER","Tunisia","Ethnic Groups",0.77137069512228,0.356670596983648,0.407825281722837,2012-04-01
"1962","TWITTER","UAE","Ethnic Groups",0.77137069512228,0.424043536672175,-0.165843167859945,2012-04-01
"1963","TWITTER","Yemen","Ethnic Groups",0.77137069512228,0.395244573750919,-0.567335143309626,2012-04-01
"1964","TWITTER","Bahrain","Violence",0.834076537475413,0.794179875377083,-1.12358062904131,2012-04-01
"1965","TWITTER","Egypt","Violence",0.834076537475413,0.53935533541,-1.56813843418337,2012-04-01
"1966","TWITTER","Iran","Violence",0.834076537475413,0.728080929878447,-1.28055724911502,2012-04-01
"1967","TWITTER","Iraq","Violence",0.834076537475413,0.491243397036792,-0.399824538874497,2012-04-01
"1968","TWITTER","Jordan","Violence",0.834076537475413,0.800016755812181,-0.105801099365094,2012-04-01
"1969","TWITTER","Kuwait","Violence",0.834076537475413,0.621150810456284,-2.5562814065344,2012-04-01
"1970","TWITTER","Lebanon","Violence",0.834076537475413,0.85127820597477,0.11688060361782,2012-04-01
"1971","TWITTER","Libya","Violence",0.834076537475413,0.560184635099637,-0.639979050101019,2012-04-01
"1972","TWITTER","Saudi Arabia","Violence",0.834076537475413,0.882416758509804,-2.55252636887741,2012-04-01
"1973","TWITTER","Syria","Violence",0.834076537475413,0.356416236762677,0.687690725743658,2012-04-01
"1974","TWITTER","Tunisia","Violence",0.834076537475413,0.701111474367255,0.114506285099434,2012-04-01
"1975","TWITTER","UAE","Violence",0.834076537475413,0.698072198225845,-2.72708369883048,2012-04-01
"1976","TWITTER","Yemen","Violence",0.834076537475413,0.46134877122628,-1.3210639712978,2012-04-01
"1977","TWITTER","Bahrain","War",0.923111060078709,0.330961168816954,-1.34039932687071,2012-04-01
"1978","TWITTER","Egypt","War",0.923111060078709,0.505706008085288,-1.470084932308,2012-04-01
"1979","TWITTER","Iran","War",0.923111060078709,0.260662836364566,0.832530388961057,2012-04-01
"1980","TWITTER","Iraq","War",0.923111060078709,0.342545313364117,1.39178351470074,2012-04-01
"1981","TWITTER","Jordan","War",0.923111060078709,0.728054918337123,-0.963683744460377,2012-04-01
"1982","TWITTER","Kuwait","War",0.923111060078709,0.45515744007804,-2.18647338049298,2012-04-01
"1983","TWITTER","Lebanon","War",0.923111060078709,0.508071681547527,-0.0754904229372312,2012-04-01
"1984","TWITTER","Libya","War",0.923111060078709,0.374138147986445,0.820298648578306,2012-04-01
"1985","TWITTER","Saudi Arabia","War",0.923111060078709,0.292097401210284,-1.05271186013143,2012-04-01
"1986","TWITTER","Syria","War",0.923111060078709,0.341597035371948,0.295162653437028,2012-04-01
"1987","TWITTER","Tunisia","War",0.923111060078709,0.493950237344564,-1.41962243719588,2012-04-01
"1988","TWITTER","UAE","War",0.923111060078709,0.197448469129604,-1.67899005215097,2012-04-01
"1989","TWITTER","Yemen","War",0.923111060078709,0.266572853989184,0.646374696216114,2012-04-01
"1990","TWITTER","Bahrain","Youth",0.821677907705788,0.738855670206722,-0.403946760256009,2012-04-01
"1991","TWITTER","Egypt","Youth",0.821677907705788,0.283081834875619,0.0627531837850824,2012-04-01
"1992","TWITTER","Iran","Youth",0.821677907705788,0.568716151005003,-1.25453276403051,2012-04-01
"1993","TWITTER","Iraq","Youth",0.821677907705788,0.468631484704329,-0.714998780720523,2012-04-01
"1994","TWITTER","Jordan","Youth",0.821677907705788,0.513149839630298,-0.198140818518059,2012-04-01
"1995","TWITTER","Kuwait","Youth",0.821677907705788,0.207733397483494,-0.983724548480682,2012-04-01
"1996","TWITTER","Lebanon","Youth",0.821677907705788,0.241672785596743,-0.845895007715712,2012-04-01
"1997","TWITTER","Libya","Youth",0.821677907705788,0.354096282432282,0.415318581228511,2012-04-01
"1998","TWITTER","Saudi Arabia","Youth",0.821677907705788,0.787071854607362,-1.31919940355954,2012-04-01
"1999","TWITTER","Syria","Youth",0.821677907705788,0.341228643941163,-0.108977153611961,2012-04-01
"2000","TWITTER","Tunisia","Youth",0.821677907705788,0.723597816650451,0.710297031188059,2012-04-01
"2001","TWITTER","UAE","Youth",0.821677907705788,0.156823410715171,-0.766242323075382,2012-04-01
"2002","TWITTER","Yemen","Youth",0.821677907705788,0.485889499800646,0.780383024184601,2012-04-01
"2003","NEWS","Bahrain","Adaptation",0.819221653610447,0.148119690699245,0.0923224609261911,2012-05-01
"2004","NEWS","Egypt","Adaptation",0.819221653610447,0.099210241600816,0.108400121031562,2012-05-01
"2005","NEWS","Iran","Adaptation",0.819221653610447,0.120883790956405,-0.198736889973223,2012-05-01
"2006","NEWS","Iraq","Adaptation",0.819221653610447,0.0632919318424318,0.0374199834336211,2012-05-01
